brazil,1.178.32.0-1.178.47.255
brazil,2.16.15.0-2.16.15.255
brazil,2.16.25.0-2.16.25.255
brazil,2.16.52.0-2.16.52.255
brazil,2.16.54.0-2.16.54.255
brazil,2.16.120.0-2.16.120.255
brazil,2.16.149.0-2.16.149.255
brazil,2.16.152.0-2.16.152.127
brazil,2.16.156.0-2.16.156.255
brazil,2.16.171.0-2.16.171.255
brazil,2.16.173.0-2.16.173.255
brazil,2.16.188.0-2.16.189.255
brazil,2.16.196.0-2.16.197.255
brazil,2.16.200.0-2.16.200.255
brazil,2.16.201.0-2.16.201.255
brazil,2.16.224.0-2.16.227.255
brazil,2.16.231.128-2.16.231.255
brazil,2.16.248.0-2.16.251.255
brazil,2.17.123.0-2.17.123.255
brazil,2.17.128.0-2.17.129.255
brazil,2.17.162.0-2.17.165.255
brazil,2.17.166.0-2.17.167.255
brazil,2.17.245.0-2.17.245.127
brazil,2.18.65.0-2.18.65.255
brazil,2.18.145.0-2.18.145.255
brazil,2.18.149.0-2.18.149.255
brazil,2.18.151.0-2.18.151.255
brazil,2.18.154.0-2.18.154.255
brazil,2.18.156.0-2.18.157.255
brazil,2.18.164.0-2.18.164.255
brazil,2.18.179.0-2.18.179.255
brazil,2.18.189.0-2.18.190.255
brazil,2.18.216.0-2.18.217.127
brazil,2.18.218.0-2.18.218.127
brazil,2.18.251.0-2.18.251.255
brazil,2.19.83.0-2.19.83.255
brazil,2.19.87.0-2.19.87.255
brazil,2.19.164.0-2.19.164.255
brazil,2.19.166.0-2.19.166.255
brazil,2.19.175.0-2.19.175.255
brazil,2.19.182.0-2.19.182.255
brazil,2.20.13.0-2.20.13.255
brazil,2.20.64.0-2.20.67.255
brazil,2.20.144.0-2.20.147.255
brazil,2.20.181.0-2.20.181.127
brazil,2.20.190.0-2.20.190.255
brazil,2.20.196.0-2.20.196.255
brazil,2.21.70.0-2.21.70.127
brazil,2.21.72.0-2.21.72.255
brazil,2.21.80.0-2.21.80.127
brazil,2.21.82.0-2.21.82.255
brazil,2.21.87.0-2.21.87.255
brazil,2.21.90.0-2.21.91.255
brazil,2.22.80.0-2.22.83.255
brazil,2.22.84.0-2.22.87.255
brazil,2.22.120.0-2.22.120.127
brazil,2.22.123.0-2.22.123.255
brazil,2.22.125.0-2.22.125.255
brazil,2.22.224.0-2.22.224.255
brazil,2.23.98.0-2.23.99.255
brazil,2.23.100.0-2.23.101.255
brazil,2.23.148.0-2.23.151.255
brazil,2.23.185.0-2.23.186.255
brazil,2.23.188.0-2.23.191.255
brazil,2.57.171.0-2.57.171.255
brazil,3.5.232.0-3.5.235.255
brazil,4.33.224.0-4.33.227.255
brazil,4.228.0.0-4.228.255.255
brazil,4.238.0.0-4.238.127.255
brazil,4.238.128.0-4.238.255.255
brazil,5.44.248.0-5.44.248.255
brazil,5.62.51.0-5.62.51.255
brazil,5.135.48.0-5.135.48.255
brazil,5.178.46.192-5.178.46.255
brazil,5.180.148.0-5.180.148.255
brazil,5.188.4.0-5.188.4.255
brazil,5.188.225.0-5.188.225.255
brazil,5.188.238.0-5.188.238.255
brazil,5.188.239.0-5.188.239.255
brazil,5.196.63.0-5.196.63.255
brazil,5.196.150.0-5.196.150.255
brazil,5.252.24.0-5.252.24.255
brazil,8.14.201.0-8.14.201.255
brazil,8.14.202.0-8.14.202.255
brazil,8.14.203.0-8.14.203.255
brazil,8.18.113.0-8.18.113.255
brazil,8.24.242.0-8.24.242.255
brazil,8.36.217.0-8.36.217.255
brazil,8.50.17.0-8.50.17.255
brazil,8.241.204.0-8.241.204.255
brazil,8.241.209.0-8.241.209.255
brazil,8.241.219.0-8.241.219.255
brazil,8.241.222.0-8.241.222.255
brazil,8.241.232.0-8.241.232.255
brazil,8.241.234.0-8.241.234.255
brazil,8.241.236.0-8.241.236.255
brazil,8.242.0.0-8.242.2.207
brazil,8.242.2.208-8.242.2.215
brazil,8.242.2.216-8.242.18.223
brazil,8.242.18.224-8.242.18.231
brazil,8.242.18.232-8.242.30.175
brazil,8.242.30.176-8.242.30.223
brazil,8.242.30.224-8.242.31.255
brazil,8.242.32.0-8.242.32.255
brazil,8.242.33.0-8.242.34.255
brazil,8.242.35.0-8.242.35.255
brazil,8.242.36.0-8.242.44.183
brazil,8.242.44.184-8.242.44.191
brazil,8.242.44.192-8.242.49.255
brazil,8.242.50.0-8.242.50.255
brazil,8.242.51.0-8.242.63.255
brazil,8.242.65.0-8.242.67.255
brazil,8.242.72.0-8.242.79.255
brazil,8.242.180.0-8.242.183.255
brazil,8.243.32.0-8.243.34.7
brazil,8.243.34.8-8.243.34.87
brazil,8.243.34.88-8.243.36.7
brazil,8.243.36.8-8.243.36.255
brazil,8.243.37.0-8.243.37.223
brazil,8.243.37.224-8.243.39.255
brazil,8.243.40.0-8.243.40.255
brazil,8.243.41.0-8.243.41.255
brazil,8.243.42.0-8.243.43.31
brazil,8.243.43.32-8.243.43.255
brazil,8.243.44.0-8.243.44.247
brazil,8.243.44.248-8.243.47.127
brazil,8.243.47.128-8.243.48.15
brazil,8.243.48.16-8.243.48.255
brazil,8.243.49.0-8.243.49.255
brazil,8.243.50.0-8.243.50.255
brazil,8.243.51.0-8.243.51.199
brazil,8.243.51.200-8.243.53.15
brazil,8.243.53.16-8.243.53.247
brazil,8.243.53.248-8.243.55.15
brazil,8.243.55.16-8.243.55.255
brazil,8.243.56.0-8.243.57.7
brazil,8.243.57.8-8.243.57.255
brazil,8.243.58.0-8.243.58.255
brazil,8.243.59.0-8.243.59.255
brazil,8.243.60.0-8.243.60.231
brazil,8.243.60.232-8.243.63.31
brazil,8.243.63.32-8.243.63.255
brazil,8.243.113.40-8.243.113.255
brazil,8.243.144.0-8.243.147.255
brazil,8.243.148.0-8.243.149.7
brazil,8.243.149.8-8.243.150.15
brazil,8.243.150.16-8.243.150.255
brazil,8.243.151.0-8.243.153.7
brazil,8.243.153.8-8.243.153.255
brazil,8.243.154.0-8.243.155.7
brazil,8.243.155.8-8.243.155.247
brazil,8.243.155.248-8.243.157.39
brazil,8.243.157.40-8.243.157.255
brazil,8.243.158.0-8.243.159.7
brazil,8.243.159.8-8.243.159.255
brazil,13.32.116.0-13.32.116.255
brazil,13.33.94.0-13.33.94.255
brazil,13.33.108.0-13.33.109.255
brazil,13.33.120.0-13.33.123.255
brazil,13.33.128.0-13.33.135.255
brazil,13.34.29.0-13.34.29.63
brazil,13.34.63.64-13.34.63.255
brazil,13.34.74.0-13.34.74.255
brazil,13.104.103.0-13.104.103.255
brazil,13.104.105.192-13.104.106.191
brazil,13.105.8.0-13.105.9.255
brazil,13.105.12.0-13.105.13.255
brazil,13.105.52.0-13.105.52.255
brazil,13.105.76.0-13.105.77.255
brazil,13.107.48.0-13.107.48.255
brazil,13.116.64.0-13.116.71.255
brazil,13.116.72.64-13.116.74.255
brazil,13.116.76.0-13.116.77.127
brazil,13.116.77.192-13.116.90.255
brazil,13.116.91.64-13.116.98.255
brazil,13.116.99.64-13.116.104.63
brazil,13.116.104.128-13.116.109.191
brazil,13.116.110.0-13.116.112.127
brazil,13.116.113.0-13.116.116.191
brazil,13.116.117.0-13.116.124.255
brazil,13.116.126.0-13.116.127.255
brazil,13.227.85.0-13.227.87.255
brazil,13.227.96.0-13.227.116.255
brazil,13.227.120.0-13.227.127.255
brazil,13.248.104.0-13.248.104.255
brazil,13.248.114.0-13.248.114.255
brazil,15.158.8.0-15.158.8.255
brazil,15.158.19.0-15.158.19.255
brazil,15.158.37.0-15.158.37.255
brazil,15.158.86.0-15.158.86.255
brazil,15.158.108.0-15.158.108.255
brazil,15.158.167.0-15.158.167.255
brazil,15.158.175.0-15.158.175.255
brazil,15.177.24.0-15.177.31.255
brazil,15.177.70.0-15.177.71.255
brazil,15.177.88.0-15.177.88.255
brazil,15.221.6.0-15.221.6.255
brazil,15.221.40.0-15.221.47.255
brazil,15.228.0.0-15.228.8.255
brazil,15.228.9.0-15.228.9.255
brazil,15.228.10.0-15.228.198.255
